"X,Y,fid,id,left,top,right,bottom,row_index,col_index,lon,lat"
"99.0733413205969,18.7739530326834,158,224,507629.5313,2075917.75,507829.5313,2075717.75,6,7,99.0733413205969,18.7739530326834"
"99.0733405388601,18.772145452928,159,225,507629.5313,2075717.75,507829.5313,2075517.75,7,7,99.0733405388601,18.772145452928"
"99.0733397572126,18.7703378728234,160,226,507629.5313,2075517.75,507829.5313,2075317.75,8,7,99.0733397572126,18.7703378728234"
"99.0733389756542,18.7685302923695,161,227,507629.5313,2075317.75,507829.5313,2075117.75,9,7,99.0733389756542,18.7685302923695"
"99.0733381941851,18.7667227115666,162,228,507629.5313,2075117.75,507829.5313,2074917.75,10,7,99.0733381941851,18.7667227115666"
"99.0733374128052,18.7649151304144,163,229,507629.5313,2074917.75,507829.5313,2074717.75,11,7,99.0733374128052,18.7649151304144"
"99.0733366315145,18.7631075489132,164,230,507629.5313,2074717.75,507829.5313,2074517.75,12,7,99.0733366315145,18.7631075489132"
"99.0733358503129,18.7612999670629,165,231,507629.5313,2074517.75,507829.5313,2074317.75,13,7,99.0733358503129,18.7612999670629"
"99.0733350692006,18.7594923848636,166,232,507629.5313,2074317.75,507829.5313,2074117.75,14,7,99.0733350692006,18.7594923848636"
"99.0733342881775,18.7576848023152,167,233,507629.5313,2074117.75,507829.5313,2073917.75,15,7,99.0733342881775,18.7576848023152"
"99.0733335072435,18.7558772194179,168,234,507629.5313,2073917.75,507829.5313,2073717.75,16,7,99.0733335072435,18.7558772194179"
"99.0733327263988,18.7540696361715,169,235,507629.5313,2073717.75,507829.5313,2073517.75,17,7,99.0733327263988,18.7540696361715"
"99.0733319456432,18.7522620525763,170,236,507629.5313,2073517.75,507829.5313,2073317.75,18,7,99.0733319456432,18.7522620525763"
"99.0733311649768,18.7504544686321,171,237,507629.5313,2073317.75,507829.5313,2073117.75,19,7,99.0733311649768,18.7504544686321"
"99.0733303843995,18.7486468843391,172,238,507629.5313,2073117.75,507829.5313,2072917.75,20,7,99.0733303843995,18.7486468843391"
"99.0733296039114,18.7468392996972,173,239,507629.5313,2072917.75,507829.5313,2072717.75,21,7,99.0733296039114,18.7468392996972"
"99.0733288235125,18.7450317147065,174,240,507629.5313,2072717.75,507829.5313,2072517.75,22,7,99.0733288235125,18.7450317147065"
"99.0733280432027,18.743224129367,175,241,507629.5313,2072517.75,507829.5313,2072317.75,23,7,99.0733280432027,18.743224129367"
"99.0733272629821,18.7414165436788,176,242,507629.5313,2072317.75,507829.5313,2072117.75,24,7,99.0733272629821,18.7414165436788"
"99.0733264828506,18.7396089576418,177,243,507629.5313,2072117.75,507829.5313,2071917.75,25,7,99.0733264828506,18.7396089576418"
"99.0733257028083,18.7378013712561,178,244,507629.5313,2071917.75,507829.5313,2071717.75,26,7,99.0733257028083,18.7378013712561"
"99.0733249228551,18.7359937845217,179,245,507629.5313,2071717.75,507829.5313,2071517.75,27,7,99.0733249228551,18.7359937845217"
"99.073324142991,18.7341861974387,180,246,507629.5313,2071517.75,507829.5313,2071317.75,28,7,99.073324142991,18.7341861974387"
"99.0733903107825,18.7325160668586,181,247,507629.5313,2071317.75,507829.5313,2071117.75,29,7,99.0733903107825,18.7325160668586"
"99.0737546464268,18.731416437051,182,248,507629.5313,2071117.75,507829.5313,2070917.75,30,7,99.0737546464268,18.731416437051"
"99.0761765973006,18.7839056608264,183,249,507829.5313,2077117.75,508029.5313,2076917.75,0,8,99.0761765973006,18.7839056608264"
"99.0754492307518,18.7827227753218,184,250,507829.5313,2076917.75,508029.5313,2076717.75,1,8,99.0754492307518,18.7827227753218"
"99.0752422194503,18.7811825936077,185,251,507829.5313,2076717.75,508029.5313,2076517.75,2,8,99.0752422194503,18.7811825936077"
"99.0752414171201,18.7793750153274,186,252,507829.5313,2076517.75,508029.5313,2076317.75,3,8,99.0752414171201,18.7793750153274"
"99.0752406148815,18.7775674366977,187,253,507829.5313,2076317.75,508029.5313,2076117.75,4,8,99.0752406148815,18.7775674366977"
"99.0752398127345,18.7757598577187,188,254,507829.5313,2076117.75,508029.5313,2075917.75,5,8,99.0752398127345,18.7757598577187"
"99.0752390106789,18.7739522783905,189,255,507829.5313,2075917.75,508029.5313,2075717.75,6,8,99.0752390106789,18.7739522783905"
"99.0752382087149,18.7721446987129,190,256,507829.5313,2075717.75,508029.5313,2075517.75,7,8,99.0752382087149,18.7721446987129"
"99.0752374068425,18.7703371186862,191,257,507829.5313,2075517.75,508029.5313,2075317.75,8,8,99.0752374068425,18.7703371186862"
"99.0752366050615,18.7685295383103,192,258,507829.5313,2075317.75,508029.5313,2075117.75,9,8,99.0752366050615,18.7685295383103"
"99.0752358033721,18.7667219575852,193,259,507829.5313,2075117.75,508029.5313,2074917.75,10,8,99.0752358033721,18.7667219575852"
"99.0752350017742,18.764914376511,194,260,507829.5313,2074917.75,508029.5313,2074717.75,11,8,99.0752350017742,18.764914376511"
"99.0752342002679,18.7631067950877,195,261,507829.5313,2074717.75,508029.5313,2074517.75,12,8,99.0752342002679,18.7631067950877"
"99.075233398853,18.7612992133153,196,262,507829.5313,2074517.75,508029.5313,2074317.75,13,8,99.075233398853,18.7612992133153"
"99.0752325975296,18.7594916311938,197,263,507829.5313,2074317.75,508029.5313,2074117.75,14,8,99.0752325975296,18.7594916311938"
"99.0752317962977,18.7576840487233,198,264,507829.5313,2074117.75,508029.5313,2073917.75,15,8,99.0752317962977,18.7576840487233"
